chr	cpg	count_c	total_coverage
2	2302065	1	10
8	8015503	0	12
2	4822283	0	7
10	305046	0	9
2	11291958	0	5
4	5692506	0	3
9	1311403	0	6
8	7049230	0	30
4	8756825	0	4
10	144097	0	14
1	14931892	0	9
5	7964394	0	6
20	166549	0	3
7	13619480	0	9
5	12424423	0	9
5	2082161	0	5
4	11015487	0	3
7	12937959	0	9
6	9248820	0	13
42	112516	0	1
9	9169235	0	15
6	2899447	0	14
3	4531980	0	15
8	6979680	0	13
3	1382404	0	30
5	2184310	0	7
7	8470817	0	5
1	4382797	0	10
3	4730181	0	17
2	15405968	0	15
2	13434986	0	11
4	7636950	0	1
10	2572210	0	38
8	1158893	2	21
14	373946	0	6
5	4197345	0	8
5	2249704	0	5
2	4421973	0	8
9	138969	0	13
1	3420105	0	1
4	9491036	0	10
10	9394299	0	3
9	3067045	0	6
8	9540753	0	15
6	1742918	0	3
9	7630361	0	32
10	2136978	0	10
4	7360231	0	11
8	9628946	0	11
6	6396974	0	33
10	6528413	0	14
3	8959186	0	1
3	2323357	0	5
3	181796	0	2
2	5284318	0	7
27	200505	0	2
6	6556762	0	10
8	2448057	0	7
5	8521044	0	1
16	243193	0	4
1	316398	0	6
1	17427534	0	7
3	5360767	0	1
2	6441742	0	3
2	15568785	0	14
3	1498142	0	2
6	3896533	0	6
2	6978932	0	3
1	15511758	0	6
2	17129933	0	15
5	8900741	0	12
8	5466876	0	2
5	10253362	0	20
5	7576859	0	12
81	3051	0	1
2	18828153	0	9
48	15738	0	5
2	3362024	0	15
2	8572454	0	10
10	4416666	0	13
9	4297585	0	10
3	10971341	0	23
7	13036622	1	9
3	2406059	0	7
1	7198239	0	2
9	3830118	0	15
2	17699098	0	2
9	298737	0	14
8	606307	0	21
5	11008605	0	4
4	10796351	0	9
3	1938844	0	15
2	16754038	0	15
8	8735145	0	2
10	4705310	0	21
3	3269475	0	11
6	7973209	0	7
8	8501441	0	13
4	334795	0	25
9	5487400	0	2
1	719087	0	7
2	7473094	0	9
10	4053283	0	4
98	74900	0	3
2	4529993	0	21
4	2441109	0	2
7	5306216	0	2
1	2824891	0	11
2	14428466	0	1
12	379649	0	1
181	54313	0	2
4	91947	0	19
8	3474682	0	16
9	8532490	0	2
1	1339931	0	7
10	2458232	0	1
5	6995095	0	5
7	10302972	0	15
2	1007765	0	5
6	804788	0	13
6	3760846	0	2
1	6587248	0	17
9	9532169	0	3
1	1874248	0	9
50	24991	0	3
6	8983501	0	1
9	2206459	0	3
88	61475	0	22
1	12147169	0	3
10	668037	0	8
5	301209	0	13
7	7152886	0	12
11	568431	0	8
6	10286065	0	6
6	904303	0	3
6	362900	0	6
2	3543061	0	11
1	3905803	0	1
8	522397	0	7
2	1146005	0	6
24	195248	0	6
5	392517	0	5
7	5353511	0	16
7	9693654	0	5
6	9688977	0	18
2	14460627	0	15
4	1372873	0	5
3	3203964	0	17
7	13015279	0	16
2	18808250	0	17
2	11548978	0	3
9	5216081	0	2
2	17636213	0	15
2	10198107	0	4
10	1793938	0	23
6	1799551	0	4
3	13345885	0	2
8	1772831	0	6
8	6379147	0	6
4	3363775	0	3
2	7379509	0	6
8	8067231	0	18
4	12749439	0	9
7	478790	0	13
7	4405690	0	13
7	5582639	0	6
2	18399347	0	17
104	70055	0	7
53	135517	0	6
1	1662010	0	20
6	1240951	0	19
9	2228541	0	1
8	7840253	0	15
81	78221	0	6
3	2575352	0	18
10	4782324	0	10
1	2224145	0	13
2	4229	0	26
6	6996490	0	8
1	12467019	1	7
5	2714780	0	5
2	350808	0	4
122	49809	0	44
8	1859177	0	3
9	542375	0	10
4	8145641	0	2
1	5466013	0	1
9	9340189	0	8
2	18237516	0	16
1	7904108	0	21
2	9056198	0	10
6	1207848	0	14
1	4923976	0	22
11	1462412	0	5
4	11082021	0	6
4	1385334	0	8
8	8416409	0	12
3	12224345	0	21
7	1267559	0	20
14	340023	0	17
6	1201367	0	5
5	8303031	0	15
2	9748087	0	4
7	8270494	0	17
10	4868165	0	3
7	4106059	0	10
126	14474	0	2
4	9409428	0	5
7	6246546	0	15
1	9922963	0	11
4	12100298	0	11
171	10200	0	1
5	7256693	0	6
1	9105567	0	8
4	12265961	0	10
4	10334001	0	15
5	12321780	1	25
5	6238228	0	18
2	2780593	0	19
2	5539923	0	18
2	192714	0	16
8	7144015	0	22
3	7888277	0	17
1	12570134	0	21
1	6626165	0	20
2	12857069	0	5
2	6006078	0	1
1	11415800	0	2
1	13778378	0	14
77	56268	0	10
1	15200773	0	5
1	7226007	0	7
7	12231336	0	26
4	2417757	0	10
4	9856428	0	7
2	12985478	0	6
2	5417424	0	12
1	8618875	0	3
8	3246035	0	16
2	18833906	0	6
2	2135585	0	6
3	5208909	0	4
4	1006119	0	9
197	8175	1	49
3	5323042	0	2
9	306958	0	7
8	1946352	0	3
3	5092820	0	7
6	6350499	0	23
1	13805748	0	7
7	6815546	0	12
2	7204233	0	3
2	11528048	0	8
7	8059824	0	22
5	1672060	0	4
5	7697337	0	1
1	15152948	0	30
6	6478206	0	12
12	105527	0	12
1	13271224	0	9
6	2029438	0	14
7	5068797	0	9
7	5535284	0	18
259	23125	0	16
9	8972231	0	11
4	13342049	0	3
1	12855486	0	1
3	534075	0	14
2	13829628	0	11
3	2030393	0	8
1	17372820	0	7
5	8596133	0	4
10	7715331	0	21
16	232530	0	10
4	12282634	0	1
2	11778519	0	22
8	5620802	0	1
3	3659772	0	13
4	7376581	0	12
3	10195311	0	7
2	5671362	0	6
2	15334422	0	16
9	1772118	0	17
13	400275	0	1
9	3688771	0	1
5	9196012	0	8
2	2439490	0	23
7	8047494	0	4
4	13174951	0	1
10	7136008	0	11
4	4385652	0	16
9	518085	0	9
1	8871230	0	4
17	324020	0	10
6	2123482	0	2
2	14922638	0	1
27	39388	0	19
1	17083560	0	9
1	5148718	0	5
8	118125	0	1
9	5966910	0	8
7	7942212	0	12
1	3222713	0	4
8	2556627	0	14
6	3120229	0	14
9	910996	0	16
2	11713713	0	1
4	2907089	0	21
2	8712210	0	4
1	15084728	0	8
10	6129478	1	11
2	5609994	1	21
7	11279052	0	2
3	2049499	0	5
6	4541369	0	4
5	4182977	0	37
3	10382613	0	15
1	10292736	0	6
8	3131673	1	19
4	3374435	0	14
2	12812893	0	1
9	5253870	0	12
8	450890	0	4
6	745178	0	14
3	3469136	0	8
6	9592455	0	10
7	8121980	0	17
6	8776329	1	30
1	5991195	0	13
9	5159982	0	1
8	258714	0	21
2	2888520	0	17
1	14771381	0	4
1	79960	0	8
2	10512512	0	1
4	10193816	0	2
3	3886387	0	7
122	53162	0	32
2	3883648	0	9
3	9461609	0	5
6	3826875	0	10
7	1943604	0	4
2	14784721	0	3
8	9005535	0	7
2	2432673	0	5
1	12399569	0	19
1	2640898	0	13
5	7738373	0	8
2	13860818	0	13
4	1767601	0	11
2	2867993	0	12
5	10592836	0	7
2	7556270	0	6
7	11309358	0	17
2	9311287	0	4
6	766153	0	6
142	43254	0	5
20	184143	0	20
3	9393294	0	22
10	45223	0	13
1	13397338	0	15
1	5904554	0	25
2	1265096	0	4
9	7778444	0	10
4	3456218	0	2
8	3651948	0	5
14	358013	0	5
7	12573001	0	5
3	9283395	0	31
9	1243561	0	21
1	3636171	0	6
40	7356	0	7
10	158105	0	5
4	2556041	0	13
8	8993983	0	4
2	4297245	0	2
10	7695702	0	5
1	14691399	0	8
20	110822	0	7
6	4700683	0	4
17	148527	0	11
4	7426798	0	19
6	8006846	1	15
2	11539593	0	5
3	13388078	0	12
10	1373523	0	3
7	11992744	0	1
5	12041491	1	7
117	25073	0	2
1	10468185	0	12
5	12078563	0	11
2	1267290	0	1
1	17463273	0	11
2	17520310	0	14
10	7068691	0	20
10	638568	0	20
7	2286194	0	23
3	6585238	0	26
1	16204081	0	14
3	3558553	0	15
66	66326	0	1
2	7115189	0	3
4	5186059	0	21
3	7293076	0	17
3	1695845	0	5
4	3261629	0	14
4	12075767	0	7
2	1863827	0	2
9	3605090	0	7
3	1603918	0	9
10	4589345	0	11
9	688366	0	26
3	6491293	0	9
5	1863740	0	20
10	3537915	0	23
8	10316841	0	8
6	9742311	0	7
6	3920067	0	10
1	18466191	0	2
10	962907	0	8
1	6839115	0	2
1	7721664	0	23
6	4289040	0	1
7	1624349	0	5
5	3657893	0	7
2	1864926	0	14
6	8882691	0	2
2	251032	0	24
10	2838152	0	14
1	2228999	0	16
7	12709173	0	12
4	6007895	0	11
1	993327	0	16
2	804024	0	9
5	6519739	0	3
2	3900681	0	15
8	5610434	0	10
2	12708723	0	7
4	6692460	0	10
135	34881	0	4
5	11623278	0	13
206	31465	0	25
9	5795205	0	2
2	16379730	0	5
7	2945609	0	4
7	7477463	0	19
3	359773	1	22
1	12006104	0	7
4	2306270	0	17
1	14630599	0	2
49	22425	0	3
6	4244931	0	1
9	2465548	0	21
3	8191459	0	4
8	4638897	0	1
33	173233	0	10
3	2808453	0	20
1	5769293	0	5
3	3559552	0	3
3	1162573	0	7
10	2069311	0	2
6	2008990	0	1
5	11382141	0	2
2	5531618	0	9
1	603255	0	5
12	292736	0	5
2	13169144	1	5
2	7938021	0	8
4	8499140	0	8
6	772564	0	10
9	7541247	0	4
5	7532438	0	7
10	7861990	0	30
2	14494898	0	15
3	13369187	0	9
1	5454430	0	2
4	3534940	0	22
3	5388289	0	11
1	1665774	0	1
9	9202375	0	1
3	6835946	0	2
6	2570684	0	11
3	144669	0	13
2	18800840	0	12
3	6976680	0	8
48	3482	0	3
4	8658012	0	10
20	250049	0	10
8	8254656	1	11
2	16241012	0	17
2	6828265	0	5
7	315510	0	5
67	110278	0	4
2	6995882	0	12
9	7149116	0	3
2	10204628	0	12
3	8198681	0	14
3	4964762	0	3
4	12103425	0	3
1	16198133	0	14
2	10723059	0	4
7	1473580	0	6
7	5804790	0	7
8	1025894	0	1
4	782135	0	2
4	13163842	0	17
9	1510234	0	6
2	1081116	0	17
5	4005371	0	3
8	2754345	0	4
79	66792	0	4
3	12729255	0	3
1	17660812	0	10
4	3306000	0	4
3	256056	0	18
10	3169391	0	8
10	4770512	0	12
2	5353187	0	12
7	11290711	0	1
9	3417187	0	13
48	78875	0	1
8	10723040	0	2
4	8552988	0	7
10	428152	0	18
1	13633681	0	2
4	11483784	0	22
1	17566624	1	17
7	11053800	0	6
5	5338494	0	12
3	7789283	0	15
8	347159	0	19
9	9507778	0	3
2	4767641	0	13
105	71474	0	1
5	9145413	0	5
10	9048332	0	16
8	10160996	0	5
8	8256482	0	16
3	6842328	1	4
2	8825062	0	18
8	7011613	0	7
7	5107978	0	13
126	44109	0	4
5	11874284	0	2
4	8379434	0	11
5	9776768	0	5
9	1787264	0	2
10	5303865	0	1
9	2830201	0	14
3	275114	0	2
17	198881	0	6
27	169594	0	16
8	7746497	0	22
8	3960637	0	6
6	8947469	0	12
8	8090810	0	20
6	6839151	0	17
1	12255877	0	4
5	5032343	0	7
8	4931011	0	3
8	3645058	0	10
9	9185215	0	16
1	5407157	0	3
7	11034596	0	9
2	1160117	0	1
2	14997579	0	3
6	3208519	0	11
6	8763610	0	7
2	5494382	1	12
2	7476500	0	13
5	9783319	0	8
1	15351683	0	4
5	7991797	0	7
2	975203	0	18
43	88701	0	12
4	2489748	0	6
1	15175029	0	12
7	11950865	0	6
1	2461588	0	7
8	901051	0	4
3	10331908	0	5
2	14216152	0	18
4	5698485	0	13
10	3940482	0	1
4	1485502	0	16
2	11665290	0	4
2	2299719	11	11
1	3803005	0	16
5	2836017	0	2
7	2036853	0	5
2	13155677	0	15
2	17244715	0	3
8	538226	0	9
7	13530778	0	6
3	1052998	0	5
5	11248051	0	7
8	5188265	1	10
3	3820938	0	20
6	3634004	0	7
8	8697704	0	16
2	5286505	0	23
105	53461	0	1
1	14656454	0	17
7	13387158	0	15
1	15772739	0	14
7	4713075	0	3
8	5124871	0	8
1	18336059	0	2
2	454281	0	25
3	6814452	0	15
4	2555679	0	5
5	6261338	0	15
8	332421	0	13
8	2252466	0	3
8	4096015	0	8
7	2995997	0	21
10	9562242	0	4
1	18110391	0	14
6	6833462	0	12
1	4280484	0	16
4	8743374	1	10
10	1802618	0	12
1	4701444	0	3
8	7757029	0	17
3	4782856	1	14
5	10146828	0	7
7	2071855	0	17
3	2770253	0	10
1	1560962	0	6
1	18938924	0	3
10	1535575	0	10
8	10049086	0	20
1	7239015	0	6
4	6306351	0	11
3	8762120	0	23
4	1040294	0	4
4	3051292	0	13
2	2628104	0	10
6	5837404	0	5
5	5822613	1	29
1	14702998	0	19
4	12077819	0	8
10	8032270	0	10
9	9625542	0	14
8	7114258	0	1
18	157502	0	22
8	5925336	0	9
8	8914520	0	7
10	4957130	0	11
4	4246224	0	5
8	9078767	0	14
9	156399	0	6
8	10214455	0	6
5	3079688	0	35
6	1968392	0	13
8	1237532	0	6
6	4719866	0	25
1	2323143	0	4
7	12689804	0	2
7	9776258	0	3
6	3842307	0	5
2	6717439	0	10
3	10747313	1	8
3	5625808	0	11
3	4138602	0	12
4	3126911	0	27
5	7514015	0	6
8	2108371	0	10
3	10492973	0	12
5	6025317	0	10
5	3101867	0	20
8	11029178	0	2
4	7314314	0	20
1	7157238	0	14
3	10174650	0	18
1	7754538	0	4
8	4551101	0	15
2	17830043	0	1
5	487990	0	2
3	13822855	0	24
5	1983699	1	8
8	2966930	0	14
1	7947395	0	10
2	1928320	0	16
1	19016860	0	17
5	10514632	0	4
8	8997748	0	5
3	2406691	0	1
6	8270884	1	18
2	1679659	0	4
7	5274683	0	6
6	3113590	0	15
1	1058724	0	14
10	3047737	0	1
6	60026	0	21
2	10914989	0	8
1	16619494	0	22
2	13975927	0	5
1	9880765	0	4
3	2724067	0	6
223	11990	0	7
9	1982596	0	16
2	11970716	0	4
1	1344055	0	7
130	35059	0	1
3	5196675	0	5
4	4893564	0	5
8	9656999	0	10
10	4264449	0	11
7	9870328	0	6
10	5020883	0	8
8	8542116	0	6
6	887440	0	24
9	8329315	0	18
8	2611988	0	25
5	9917505	0	12
9	1246463	0	5
4	9646246	10	15
6	4193968	0	5
7	828630	0	4
9	9864869	0	1
2	8208026	0	7
219	23186	0	33
1	12431064	0	18
10	2298544	0	9
4	6891288	0	3
7	3909721	0	15
10	7811107	0	14
7	13546117	0	21
5	7582523	0	9
1	11738139	0	6
5	7426266	0	13
6	6434180	0	5
4	7279914	0	1
10	1955311	0	12
10	2720277	0	1
1	1623104	0	4
3	7126071	0	3
4	12635021	0	1
5	9736927	0	8
1	7144697	0	6
2	15422375	0	5
1	4137214	0	9
1	18757375	0	16
4	11162632	0	3
2	12960228	0	6
10	135367	0	18
6	3400322	0	8
1	8267011	0	3
8	2987208	0	14
3	11747634	0	7
2	18347506	1	13
8	528806	0	18
4	5466102	0	7
9	5315814	0	10
1	12355964	0	17
2	8871179	0	12
2	18682720	0	4
1	16439191	0	2
2	1067772	1	8
8	5867772	0	6
1	1872927	0	15
2	5194469	0	9
3	811597	0	17
8	309988	0	12
5	5887647	0	1
3	277648	0	14
7	11767357	0	8
1	15836388	0	10
3	5766166	0	22
6	8850204	0	3
5	9056356	0	5
3	2857361	0	11
7	2851622	0	2
1	5353575	0	10
1	10581331	0	8
9	9182823	0	5
8	637256	0	14
1	1772024	0	15
7	7912063	0	9
3	9837186	0	15
3	4647058	0	4
5	5935151	0	3
1	3455956	8	8
32	32539	0	11
2	7898436	0	3
9	9117254	0	8
7	5237260	0	8
159	47181	0	1
7	9168770	0	3
4	8283667	0	7
6	6977842	0	5
7	6220457	0	11
3	1905699	0	9
8	2760705	0	14
10	9031411	0	4
7	508768	0	1
7	2193852	0	5
65	52956	0	2
218	32923	0	7
1	17309703	0	8
7	7612903	0	14
7	9030966	0	2
7	12821204	0	8
8	2730886	0	1
20	21829	0	2
4	5724070	0	16
1	1242371	0	17
7	7632694	0	7
92	24378	0	5
2	2118521	0	6
1	1162221	0	2
6	1113702	0	15
1	1205479	1	12
8	5608193	0	1
9	2974134	0	7
4	10968930	0	10
8	8666979	0	6
2	10097996	0	9
10	4413302	0	15
8	6670082	0	10
5	2572019	0	24
4	12636685	0	24
8	8295325	0	11
2	6489528	0	2
3	7191299	0	19
3	2860503	0	3
1	13167291	0	24
5	6880258	0	1
4	12099603	0	15
3	63145	0	5
7	10063250	0	42
2	16748996	0	5
6	7928620	0	7
10	7268841	0	10
3	6151480	0	29
10	5944991	0	1
4	7086782	0	1
2	2530193	0	10
7	2214377	0	4
8	10117787	0	9
1	18457712	0	1
8	4046353	0	18
9	802101	0	10
4	4141386	0	6
1	1854801	0	4
5	10868442	0	13
1	16969857	0	10
2	18815247	0	14
4	2000334	1	18
11	1802092	0	1
69	57092	0	14
10	5239221	0	4
1	9273336	0	5
2	12426553	0	18
5	9287941	0	10
6	8357988	0	13
6	4526355	0	1
1	16934999	0	9
6	2520714	0	6
7	11812043	0	9
2	7172359	0	6
7	2892287	0	3
2	5109092	0	23
4	10257083	0	25
6	9216728	0	7
30	31600	0	23
7	4626235	0	11
257	20689	0	6
9	208980	0	8
2	325820	0	19
1	2185572	0	1
25	177398	0	4
7	1116003	0	7
1	761175	0	10
7	11520196	0	6
2	13928573	0	13
4	4937682	0	7
2	938516	0	6
9	40373	0	8
10	5074559	0	4
22	162334	0	16
8	1867060	0	23
2	12827560	0	5
10	660129	0	4
3	12950597	0	9
10	7375447	0	6
4	4884824	0	4
10	5385195	0	12
1	3274429	0	4
2	5856879	0	7
4	4218936	0	11
1	18641264	0	21
8	749004	0	14
6	5438710	0	6
3	11869666	0	13
8	6431597	0	10
8	3092758	0	5
8	8907823	0	7
2	5277394	0	8
1	328996	0	3
5	7428122	0	10
7	1323878	0	6
3	5513355	0	9
7	10460009	0	16
1	15042553	0	11
7	8625489	0	1
2	4844467	0	6
8	10655665	0	13
1	53715	0	13
2	16039064	0	16
3	11224656	0	4
1	1835628	0	15
4	1676639	0	17
10	8883544	0	8
4	136810	0	9
7	7874267	0	9
14	172769	0	1
2	18256081	0	16
3	1258111	0	8
1	8145429	0	18
4	5038238	0	7
9	8914849	0	4
1	15509698	0	3
3	7448384	0	12
8	2490778	0	6
4	10870475	0	6
6	132839	0	7
2	12421296	0	17
10	9312478	0	9
2	17270120	0	2
3	4805264	0	6
1	1702794	0	7
3	13102444	0	14
1	2331783	0	2
2	2580645	0	19
7	6891688	0	12
5	9564842	0	21
3	9790431	0	3
8	9374098	0	9
3	10881409	0	2
4	3666461	0	20
5	10410041	0	7
4	8707577	0	3
7	2153938	0	12
4	3663599	0	13
9	4600539	0	16
9	6452264	0	1
4	9368362	0	17
3	2733861	0	16
8	4835005	0	5
6	6890792	0	6
6	1263970	0	20
1	4630785	0	6
7	933667	0	6
4	5691495	1	9
4	2438294	3	11
3	6705350	0	3
5	11257812	0	12
9	9147542	0	9
1	16067602	0	10
1	18090985	0	3
5	12145665	0	12
151	44247	0	1
1	3580029	0	4
7	12925297	0	6
5	11029580	0	3
6	744302	0	17
7	1756004	0	2
1	825676	0	29
7	1101667	0	22
4	11271541	0	20
8	3718394	0	7
6	4435351	0	3
8	8410732	0	18
8	10415462	0	11
4	2605688	0	23
8	8229291	0	8
1	5629154	0	10
1	3354092	0	2
7	4113283	0	12
3	9912185	0	7
8	4789103	0	4
4	5080134	0	21
1	10583226	0	5
3	10833449	0	49
1	14037947	0	9
4	12155968	0	11
10	9554127	0	11
6	7832911	0	24
8	9639196	0	3
9	6244012	0	12
8	9042195	0	3
9	3803450	0	12
3	3762044	0	5
9	7131375	1	1
1	18784035	0	10
1	3178945	0	8
4	10238617	0	3
8	3810252	0	3
1	12336656	0	4
9	9983614	0	4
2	17633864	0	14
8	2487182	0	1
10	3339789	0	9
20	156940	1	25
3	9062959	0	2
2	10141505	0	9
10	1193661	0	17
10	9537210	0	18
3	1447697	0	10
4	2518081	0	13
2	17587694	0	14
8	5236116	0	8
26	145060	0	18
7	4880114	0	12
38	131518	0	9
2	8749150	0	16
2	4517923	0	7
44	87983	0	6
1	18989167	0	1
1	3878312	0	22
8	11144073	0	6
1	15471613	0	11
3	12267038	0	13
5	9637121	0	2
2	14732160	0	11
5	8609554	0	8
4	5823795	0	4
7	1242713	0	35
7	5529660	0	19
3	10748837	0	14
1	12561047	0	8
4	5917054	0	5
4	11978494	0	12
1	9868924	0	6
7	2576809	0	18
8	726186	0	10
1	389670	0	22
14	204614	0	2
1	10381320	0	4
1	166575	0	1
9	1917498	0	1
3	10658779	0	10
3	1755046	0	2
177	43972	0	3
5	10724373	0	7
3	2300278	0	10
10	8789793	0	10
5	7806531	0	1
2	18187094	0	8
10	1891013	0	5
2	12461579	0	13
10	8605415	0	3
6	7937810	0	10
4	1150086	0	14
7	9889773	0	5
1	17585136	0	9
5	6332556	0	5
10	7370163	1	8
4	5996839	0	9
2	5357909	0	6
2	5111733	0	10
1	13001703	0	10
9	5675429	0	12
3	5024317	0	6
3	8760348	0	16
8	6350842	0	18
8	1956301	0	3
50	132654	0	4
10	941697	0	9
10	4549010	0	7
1	8923171	0	2
3	11090794	0	31
9	1514567	0	2
4	2716830	0	4
3	1828859	0	10
6	3954813	0	4
9	3587536	0	11
7	5404224	0	9
40	95431	0	3
2	17029424	0	11
2	4361051	0	15
7	12630020	0	4
6	3787246	0	21
2	16618020	0	9
1	3887192	1	16
3	5058837	0	7
7	13263897	0	13
7	10162328	0	4
2	14385735	0	3
6	8783240	0	13
7	206383	0	7
16	302202	0	6
6	2764588	0	21
1	16954774	0	2
3	1148324	0	9
5	9060933	0	11
3	757268	0	4
6	7005002	1	5
61	73471	0	21
3	1290047	0	15
5	7078069	0	19
3	13388836	0	5
1	9627017	0	8
2	3973825	0	13
1	572401	0	12
4	13233341	0	3
2	1953821	0	10
4	285327	0	9
10	7637577	0	12
4	12843614	5	7
10	1605873	0	11
4	7379407	0	14
49	64248	0	4
25	188917	0	2
3	34379	0	1
9	10253523	0	2
4	2213556	0	7
8	3399238	0	4
3	8740858	1	13
3	12534564	0	4
8	2327904	0	5
3	7208282	0	11
2	8042054	1	12
2	13780945	0	7
1	7692223	0	8
5	12345941	0	9
4	7023698	0	23
2	14706916	1	10
1	3385332	0	9
10	5090370	0	11
9	3653247	0	18
3	1981409	0	5
2	18844205	0	10
6	2046844	0	22
4	5924897	0	27
7	2057561	0	10
4	12190505	0	16
1	7484380	0	4
7	1792085	0	5
2	17168644	0	9
3	12192010	0	11
1	14325607	1	4
99	76729	0	3
6	4023923	0	11
7	5003353	0	11
6	7231187	0	4
1	12311178	0	22
5	8857478	0	17
1	69908	0	22
9	6082876	1	6
1	7000633	0	26
5	8087664	0	9
7	2060620	0	5
3	8856685	0	4
1	1413566	0	12
5	208923	0	23
10	3681745	0	15
4	2995352	0	18
8	3016459	0	12
3	5307583	0	18
10	1950251	0	19
16	223340	1	11
1	16397091	0	1
5	9810842	0	11
3	9300641	1	10
1	2233929	0	10
2	15001919	0	9
3	7170668	0	3
9	1375892	1	18
7	244642	0	6
11	1440457	0	39
10	3463176	0	6
81	58769	0	5
5	8229911	0	29
8	7546222	0	9
7	13200866	0	12
1	13228525	0	16
6	4358697	0	18
9	3121944	0	5
6	8480490	0	6
8	8421127	0	7
37	77303	0	17
6	1134025	0	11
9	7198830	0	1
4	10495067	0	15
5	10689891	0	9
3	8494282	0	19
2	1051146	0	2
10	1839188	1	15
83	36983	0	14
9	2443265	0	4
3	1800654	0	13
3	1181439	0	2
5	8523974	0	10
8	8236145	0	1
9	291311	0	14
2	15665351	0	4
1	6887612	0	6
9	103034	0	10
7	6388599	0	12
4	9383113	0	23
3	7595618	0	12
10	3662956	0	4
5	9673584	0	21
7	13164039	0	5
5	5375907	0	5
1	3735815	0	10
1	13609448	0	13
6	9418054	0	15
4	2812893	0	16
9	5709136	0	18
5	689659	0	3
10	2110300	0	6
2	16332278	0	7
6	6961108	0	6
1	96754	0	4
4	13116764	0	16
5	6346075	0	4
2	14837061	0	47
4	12458836	0	1
88	65349	0	3
3	7664652	0	7
71	96791	1	45
8	3571882	0	6
8	6301988	0	26
9	3741886	0	14
8	4367082	0	4
1	6568761	0	19
2	14980404	0	11
7	12875023	0	8
9	9155584	0	10
10	4949631	0	5
4	3370711	0	5
69	20459	0	4
1	6710224	0	6
1	2426311	0	11
2	13289789	0	16
91	63839	0	1
3	8070805	0	1
6	7749424	0	4
2	14129207	0	8
10	7752567	0	3
7	6265366	0	2
7	11303835	0	11
14	31641	0	2
1	4401512	0	6
3	5326962	0	20
113	55536	0	20
6	6714116	0	13
9	3632199	0	23
3	5123670	0	1
10	7644277	0	8
10	2271526	0	7
1	944000	0	24
2	5668761	0	11
6	7350688	0	1
8	832911	0	10
6	9175864	0	2
6	6158395	0	4
2	3899493	0	28
5	8083129	0	8
4	7222991	0	3
1	11488733	0	7
1	11271146	0	24
1	11270073	0	12
12	117806	0	3
2	2180451	0	15
4	694484	0	18
9	589566	1	28
7	3348166	0	14
2	5173715	0	16
10	9137369	0	14
3	4360595	0	6
2	8988797	0	10
1	6196635	0	5
2	14351154	0	21
7	12300417	0	12
2	7259174	0	18
3	3747843	0	6
9	3495607	0	8
3	9798132	0	4
2	13912738	0	6
8	353487	0	5
4	1618868	0	6
7	11288924	0	28
3	7063817	2	56
9	5357042	0	11
8	2669671	1	11
104	34910	0	1
6	8087349	0	6
8	6583780	0	19
2	2868844	0	3
10	7877809	0	5
10	782156	0	18
9	1790535	0	2
10	1094152	0	23
7	7117316	1	19
7	11194477	5	6
10	9534295	0	12
4	1291994	0	1
10	4363399	0	1
5	10733858	0	10
7	592539	0	9
1	4200983	0	6
4	2908967	0	5
8	7027729	0	12
8	3789458	0	17
5	8601194	0	5
1	90436	0	21
4	8188175	0	7
4	9650310	0	8
2	889256	0	5
1	15522356	0	6
1	2563891	0	13
6	9427172	0	8
101	47126	0	6
6	866141	0	5
7	335944	0	3
5	12084220	0	13
7	3595327	0	9
6	4439999	0	12
9	4192486	0	2
7	4820581	0	11
7	12283905	0	8
2	11639469	0	11
7	3128589	0	5
37	102486	0	4
5	507417	0	1
2	8926423	0	13
3	13383644	0	3
7	5259615	0	7
3	5429929	0	3
2	7163433	0	23
7	6867377	0	1
3	13705450	0	6
5	7422015	0	9
3	10386599	0	16
9	696750	0	9
5	1196151	0	1
10	8749069	0	9
2	3819828	0	7
3	4819304	0	7
2	9843678	0	10
2	12318424	0	13
9	9997490	0	16
9	9470362	0	8
2	14532888	0	11
1	14049384	0	17
7	2933452	0	15
4	4571248	0	1
4	7430991	0	24
9	8516705	0	13
2	5570859	0	9
2	1847665	0	2
7	8588228	0	1
1	12897312	0	10
9	7566342	1	19
4	9521461	0	3
8	6082389	0	2
2	5864074	0	10
20	29199	0	14
6	4362326	0	6
1	4523356	0	31
2	3373998	0	10
5	136587	0	2
10	7821253	0	5
9	8308151	0	19
1	14315899	0	9
1	16668518	0	9
10	9609022	0	10
1	82600	0	5
4	11930637	0	2
14	450175	0	1
1	12678022	0	5
8	6260877	0	32
6	7043681	0	11
4	4137545	0	13
8	8478016	0	19
10	5579311	0	2
2	3583183	0	11
2	7195389	0	7
8	1361005	0	9
4	12678822	0	43
4	7782066	0	4
6	877588	0	12
1	10085108	0	1
2	18020136	0	15
8	10137377	0	4
7	11032715	0	24
4	3326275	0	7
2	11028822	0	4
1	17526022	0	5
5	10172663	0	10
5	8506278	0	8
4	7361284	0	2
2	11775868	0	11
159	43095	0	7
10	9335621	0	14
4	7249141	0	6
9	10212186	0	14
4	11999399	0	10
5	12170356	0	20
2	18569473	0	18
2	18754968	0	14
5	7564761	0	5
9	1719691	0	8
1	13929121	2	11
4	5363199	0	4
8	2911121	0	16
9	2674044	0	10
1	18760429	0	15
7	8008629	0	12
9	2352871	0	15
5	6577757	0	14
7	12281271	0	6
122	47186	0	17
277	4212	0	14
2	7201188	0	9
